"","QSVZbyPSVZ","AveExpr","F","P.Value","adj.P.Val"
"Cpsf4",-5.03143657174693,5.77471204354482,111.658166546207,0.000286081295363359,0.0219618480136978
"Ran",-1.49823044755167,12.4072917468099,110.49956424464,0.00029244911899382,0.0223707964867337
"Abcg1",4.96871680978782,5.57328725179221,110.311225795402,0.000293503755226896,0.0223718553851139
"Bend3",-3.99002692138213,5.53815482222447,110.071185332236,0.000294855966600072,0.0223955088412316
"Lypd6",5.12344674788921,5.35916251487086,109.53502659469,0.000297909299308077,0.0224929745818814
"Srsf1",-3.39503648145357,5.54692485984485,109.42709313643,0.000298529536144297,0.0224929745818814
"Dexi",2.80371898161143,6.37068247631848,109.297198880826,0.000299278470826615,0.0224929745818814
"Prc1",-6.13798355982696,6.42195634293133,108.766761646521,0.000302365450315842,0.0226458026290558
"Tyms",-6.92640336466754,7.82852299450166,107.969767361506,0.000307091743206187,0.0229199202090868
"Itm2b",1.9387680723835,11.8560608896921,107.558480344344,0.000309572991188422,0.0229858474757687
"Man2b2",3.39302068637042,6.50234582059071,107.469477499977,0.000310113783111092,0.0229858474757687
"Lrrn2",2.85086449978883,4.51436109679271,106.949698605254,0.000313299718552381,0.0231421905508021
"Cdca7l",-5.24654812064097,5.20823656104165,106.627301764184,0.000315299864779963,0.0232101732652237
"Ttyh3",1.29611295311127,11.6071569472378,105.854871888205,0.00032016844740154,0.0234266886179223
"Dio2",2.44773286542213,11.1677333788579,105.765252310239,0.00032074040300649,0.0234266886179223
"Wee1",-5.68752803920451,6.14102525400836,105.533957694958,0.000322223439637315,0.0234266886179223
"Ppfibp2",2.84735534516537,4.08277098041599,105.355800486034,0.000323372594659178,0.0234266886179223
"Sephs1",-4.14995100727761,8.86864263870476,105.209916261557,0.000324318038999476,0.0234266886179223
"Rad18",-2.23843499707894,4.07342995105907,105.005114120602,0.000325652135977282,0.0234266886179223
"Pmf1",-3.71784844331013,5.00932792559917,104.971755038338,0.00032587019756961,0.0234266886179223
"Adam12",-4.69811279173504,4.93401889658868,104.802080390963,0.000326982630310318,0.0234283054617343
"Kif20a",-7.52275481528162,6.76137740764081,104.308789382471,0.000330248424849339,0.0234644108542462
"Dimt1",-4.54766702530552,5.83719042757194,104.164452892766,0.000331212991946288,0.0234644108542462
"Grm3",3.40320338141412,11.67584176292,104.118553858642,0.000331520585785811,0.0234644108542462
"Gm10349",-4.26739732531309,8.80681219644436,103.832944461902,0.000333444003484371,0.0234644108542462
"Mmd2",2.75229140839804,11.5649846600257,103.801044339744,0.000333659842767395,0.0234644108542462
"Acadvl",3.13710153815686,9.51726259726241,103.709508934061,0.000334280312769639,0.0234644108542462
"Jph1",-3.64880767381029,4.76233090064416,103.451670204972,0.00033603714027977,0.0234644108542462
"Hells",-4.35236807580005,4.76114653862119,103.425016394916,0.000336219518172032,0.0234644108542462
"Mex3a",-6.36911061120412,5.50648340048942,103.135453958743,0.000338210179841405,0.0234662327074173
"Tmem176a",5.97175916364021,5.92380664555912,103.103770680433,0.000338429036487526,0.0234662327074173
"Gucd1",-1.83209966712028,3.5010123342813,102.448682583645,0.000343000838072502,0.0236718823083501
"Dhrs3",5.29923902504605,6.38982399593113,102.262695131526,0.000344315248736192,0.0236718823083501
"Whsc1",-5.01885530625963,5.57489339073098,102.208628328258,0.000344698728193235,0.0236718823083501
"Bub1b",-6.24694093956894,5.70843297050563,101.608169646045,0.000348999807515319,0.0238865795126856
"Chn2",3.7142262049806,4.6644680245479,101.463527969184,0.000350047571365247,0.0238865795126856
"Pygb",2.3545482393357,11.5359169805057,101.236993772247,0.000351697797021532,0.0239001005142674
"Fgf1",4.29957394011909,5.08557194407875,101.131590112425,0.000352469498163422,0.0239001005142674
"Tmem151a",2.28302172464748,4.85341395769187,100.145031781808,0.000359813776436554,0.0243213746053576
"Phlpp1",2.85005914361967,10.1250925050538,99.900033816913,0.000361672212565691,0.0243342801012065
"Fanci",-5.89773873987884,5.53383187066058,99.8217638109521,0.000362268882641827,0.0243342801012065
"Kars",-4.78296616448442,5.7765981867526,99.4249075275546,0.000365316419162668,0.0244062137207544
"Pla2g7",5.74976275584263,10.0526993132667,99.3663419926753,0.000365769319772091,0.0244062137207544
"Aard",-4.38840863851613,4.77916681997922,99.2403941565475,0.000366746081963419,0.0244062137207544
"Os9",2.9057999028628,8.99587610318176,98.6938997792469,0.000371028687113612,0.0246150050293429
"Arsa",5.7955031728809,6.04123577032896,98.5318608397302,0.000372312529697914,0.0246241779257128
"Rps6ka6",-4.41414293398867,6.06329436478784,98.2214796003214,0.00037478985642914,0.0247010643148538
"Tmem88b",6.97673895871085,7.41056878675888,98.0821104085363,0.000375910068558164,0.0247010643148538
"Abhd3",5.21811148366792,9.18575981812464,97.9566710211841,0.000376922498035452,0.0247010643148538
"Rab7",1.0525878532195,10.9571130577121,97.7698032875547,0.000378438111645537,0.0247250067167806
"Tspan9",4.07309380917734,7.45872219366289,97.4630334185811,0.000380945550710179,0.024813407916713
"Tril",4.47520972393619,10.5197141176274,97.2046528836819,0.000383076318428303,0.0248768140924966
"Rpe65",4.93008023284797,5.33661006446238,96.413776217551,0.000389707520180511,0.0251994054576302
"Pitpnc1",3.9259059394456,8.81674991918024,96.3336635470613,0.000390388556287083,0.0251994054576302
"Map7d1",2.07310754142155,9.09286309975064,95.3396689499171,0.000398984872357218,0.025609852730896
"Homer2",-4.93443582006422,6.65121558351753,95.3119724405461,0.000399228338993281,0.025609852730896
"Micall2",4.97107485255605,5.72377826644281,95.1879192686421,0.000400321494188466,0.025609852730896
"Adora2b",5.23067508654053,5.27443085110357,95.0115972297615,0.000401882770880585,0.0256334426115079
"Tipin",-2.76200687292671,8.37649088474042,93.9954450600145,0.000411055981049382,0.0260370587555231
"Nedd4",-1.65190727365483,12.1645308190069,93.9337569573084,0.000411622666936779,0.0260370587555231
"Tox3",-6.18793581807757,7.02200279483123,93.9096300762705,0.000411844613951052,0.0260370587555231
"Smpdl3a",4.7077953783906,9.6182987594374,93.6966732051097,0.00041381123143185,0.0260663564341957
"Wfs1",4.55777346767094,9.11574497031963,93.5436383631485,0.000415232950862542,0.0260663564341957
"Megf10",3.42252175963683,9.80221017869835,93.4671678564849,0.000415946045914357,0.0260663564341957
"Ednrb",2.58902404744974,10.7849436000283,93.0253235697694,0.000420101481641759,0.0262230607816902
"Frat2",-5.84296373889442,6.67719121857833,92.9425655162859,0.000420886530341154,0.0262230607816902
"Rpl41",-0.9425666862291,14.0282498146315,92.7293060137951,0.000422919415024442,0.0262735630807815
"Asf1b",-4.55361633151879,4.86177066648055,92.4576035143764,0.000425530217703785,0.0262996327796367
"Rnaseh2a",-4.48878157383219,5.12447243232354,92.3524552989545,0.000426546904829239,0.0262996327796367
"Fam168a",1.64345945993852,7.35247672224283,92.304720891382,0.000427009622707291,0.0262996327796367
"Tppp",4.51027461592587,5.7434326575394,92.1642790997881,0.000428375262471418,0.0263083607623518
"Slc24a3",4.25906021918384,5.178598417906,91.9858371748745,0.000430119620174027,0.0263216120169052
"Tox2",5.98303807540671,5.72474315264881,91.7641444103561,0.000432301245909249,0.0263216120169052
"Rpa2",-3.06977800649485,7.51781698034491,91.7282895489507,0.000432655600962981,0.0263216120169052
"Trim59",-1.75126022469943,10.4658668234256,91.6441103971486,0.000433489213956011,0.0263216120169052
"Gprc5b",2.6682589137795,9.70411576602322,91.3231943312876,0.000436688782147783,0.0264411982317369
"AK205147",-5.56666935617527,8.0825364138766,90.8137595582796,0.000441839092183333,0.0266778968721369
"Prr11",-6.20438871476135,5.90954927943827,90.1796448382651,0.000448374597856542,0.02699667221548
"Fam228b",4.38548017193906,5.70247796058073,90.028223567793,0.000449956071523665,0.0270162171994447
"Ptplad1",1.98004564604617,12.3954006358697,88.9607842222276,0.000461339063917341,0.027622515818672
"Vps37d",-3.88690816953136,4.91839158596761,88.6922273933992,0.000464269016894355,0.0276519117928405
"Oaf",4.83454139768185,4.90100773611837,88.5803256526365,0.00046549788040271,0.0276519117928405
"Slc9a9",5.07042934055031,5.83213831369023,88.5629311600609,0.000465689326308829,0.0276519117928405
"Gm11478",-0.886815112300502,13.8708692219972,87.7401814266298,0.000474877452442312,0.0281198094772658
"Acsl6",3.96410552743839,9.17678852164087,87.4723229590663,0.000477925880126839,0.0281623475957605
"Stambpl1",2.53774565157211,4.30693153397098,87.4469446115852,0.000478216183877766,0.0281623475957605
"Nup133",-4.12025534676388,6.53659416547935,87.1085326023551,0.000482112000875918,0.0282174538747699
"Pcdh9",4.24653880046995,7.12997515567977,87.0201416608005,0.000483137187046112,0.0282174538747699
"Sgms1",1.91658021456477,6.52077986831292,86.9319336239949,0.000484163425260974,0.0282174538747699
"Ddhd1",3.94133535012315,8.44665506601673,86.9026735548433,0.000484504547930695,0.0282174538747699
"1190005I06Rik",4.05056285825421,8.07318779496163,86.7990324373232,0.000485715651717369,0.0282174538747699
"Crym",3.85812838331576,10.6375503788467,86.6376013615788,0.000487610877802141,0.0282246866399895
"Sfpq",-2.23861830158451,11.1886536417854,86.4645969443813,0.000489653976125532,0.0282246866399895
"Dkc1",-6.14523280928862,6.47887141325497,86.3852921653634,0.000490594703482016,0.0282246866399895
"Cetn3",-1.49033731110267,11.2776077586714,86.3434187323364,0.00049109247747644,0.0282246866399895
"Bclaf1",-2.8607867297941,10.1415927820898,86.0578341816598,0.000494507119967289,0.028345148116525
"Cpe",1.02877529573247,13.1141604682123,85.9411057063893,0.000495912782032324,0.0283501203451723
"Emc1",1.50114766261059,10.3314044834618,85.8115956103433,0.000497479193843984,0.0283642314898579
"Gm13777",-1.6321340218401,12.5460364623881,85.6176077296627,0.00049983899381515,0.0284025939863631
"Gm10029",-1.52491419933363,12.8771395672582,85.5394194016008,0.000500794748584863,0.0284025939863631
"Mag",5.96140581388303,5.63596433516221,85.2703526890037,0.000504104205508966,0.028515052361619
"Mid2",3.46019529467213,4.75718481469674,84.8223368827853,0.000509685898617242,0.0286873020666261
"Mog",4.92575585362686,5.50093663499835,84.8081439206699,0.000509864195178008,0.0286873020666261
"Ncan",1.49708712309327,11.720488021434,84.6599976268465,0.000511730700511829,0.0286873020666261
"Dnajc9",-2.9060234168688,10.3833010507881,84.6001351034678,0.000512487741036725,0.0286873020666261
"Scamp1",2.90370951798716,7.51490692823695,84.1756090193677,0.000517903613166512,0.0289151640649719
"Abracl",-6.39582277392525,7.18134901226251,83.893664384533,0.000521546767848881,0.0290105586368856
"Ttyh1",2.78751473665594,12.550229137818,83.7954066600927,0.000522825194910368,0.0290105586368856
"Tfdp1",-3.14855156158231,9.78314705949015,83.6806694818307,0.000524323829359803,0.0290105586368856
"Gaa",5.32526681893353,8.20404150782084,83.5687841861769,0.000525791256691579,0.0290105586368856
"Epha3",-5.032740657548,5.31380946970025,83.5255080913079,0.000526360449796947,0.0290105586368856
"Srsf2",-2.18943909392561,8.35495856600363,82.9247935452562,0.000534355126968251,0.0293161458718563
"Nop10",-2.4609452048066,10.7979463344788,82.7794410193975,0.000536316173897581,0.0293161458718563
"Anks1",-3.32875081030909,4.62219010932634,82.7679010828971,0.000536472316449698,0.0293161458718563
"LOC102641923",-2.38502755519972,10.8316264292705,82.7023601859407,0.000537360384903995,0.0293161458718563
"Hmgn5",-4.78102105196488,7.15286753905673,82.4743431124457,0.00054046674485003,0.0293507880508873
"Hist1h2bc",1.71180567666807,11.3243310334358,82.4553766171064,0.000540726311614392,0.0293507880508873
"Pdlim1",-2.31223775524149,4.23876138210194,81.3990506282965,0.000555474779713269,0.0300753914104199
"Sdhaf2",4.33989402469346,6.39992005551133,81.0287216624219,0.000560784427761527,0.0302865861174222
"LOC101056043",-2.65894182183818,5.9731104695414,80.87633347644,0.000562990835870774,0.0303295439023616
"Rpl37a",-1.5737335861519,12.7121334590218,80.7003053588183,0.000565555321578394,0.0303915290933189
"Rsf1",-2.48474594172754,7.37321200599235,80.4330968361069,0.000569480865248755,0.0304979368012661
"Iqgap3",-5.14956775564827,4.8967119727115,80.3727351348951,0.00057037313766499,0.0304979368012661
"Astn2",5.7478693301123,5.68128958711375,79.8945360298044,0.000577514557074683,0.0308031647749883
"Atp6v0c",1.78863975237377,10.3687227680388,79.6847753796831,0.000580688329654448,0.030895781301788
"Fjx1",5.71875085449564,7.81683018279878,79.2747508765116,0.000586966097504373,0.0311526821379173
"Ska2",-4.74105898998322,6.46559131216508,77.7756442410485,0.0006107812968142,0.0323368078202493
"Kntc1",-5.08071895806206,5.12532197975219,77.6687160258928,0.000612533554821423,0.0323498986753968
"Fxyd1",3.10499968960255,10.3611289857563,77.2274260463621,0.000619843214261383,0.0326234858907447
"Tead1",-1.95001022874384,11.0392657014343,77.1732550330577,0.000620749277939734,0.0326234858907447
"Rab11fip3",-1.77473978649668,7.48057822185573,77.0318184022262,0.000623124073156838,0.0326684193963567
"H2afz",-3.18925479628134,11.4442018136454,76.6740999303583,0.000629189832174304,0.0329061689600649
"Kif4",-4.88726218611315,5.02859359377773,76.4125047190255,0.000633680330974458,0.0330014956383783
"Pcdhb19",4.95670938239388,4.97563905664016,76.3891695328008,0.000634083168115852,0.0330014956383783
"D930015E06Rik",-5.49109967029771,5.62200204184206,76.2247539404464,0.000636932105843161,0.0330696995533786
"Cdkn2c",-4.54706394128349,6.74323071662045,75.9697955010579,0.000641387004652455,0.033220755819288
"Dusp1",-1.9617133030345,10.9790124315777,75.8288208291587,0.000643869800030011,0.0332691859414545
"Rab28",-1.05122798441972,6.40448847240155,75.6727859532754,0.000646634211197295,0.033277998177456
"Fzd6",4.70745629321668,6.15967898490364,75.6445282229729,0.000647136694030081,0.033277998177456
"Ccdc80",3.69320006282523,6.98827490615648,75.4346692144645,0.000650886323161087,0.0333537806593081
"Gm10913",-2.04731191213746,12.1452056758671,75.3269391258691,0.000652823498754564,0.0333537806593081
"Phf12",-3.18787754441969,7.40541500224471,75.2973751957048,0.000653356580748151,0.0333537806593081
"Sepp1",3.09588198434671,11.6053920599528,75.2165521279627,0.000654817187170412,0.0333537806593081
"Vmp1",1.52046013129326,7.53911671440941,75.0562258241885,0.000657728679469308,0.0334228793503375
"2310047N11Rik",-2.37335216718392,3.84576939142527,74.8741212261277,0.000661058624118494,0.0335128658618562
"Ngfrap1",-1.99121616578878,10.5196253849506,74.685126184764,0.000664540638348355,0.0336101200501127
"Gm3362",-1.1944205492732,13.1672142595898,74.3976962729299,0.00066988770478714,0.0338010239774638
"Pinx1",-2.32647072424523,6.31961303539915,73.8696747780104,0.00067987537983323,0.0341027549078542
"Hmgb2",-4.80154907286695,11.1082657037333,73.8536024010546,0.000680182792126413,0.0341027549078542
"Cml1",4.19372513392985,7.79187079580265,73.6633204815257,0.000683837729467257,0.0341027549078542
"Tmem229a",3.62333128576837,6.54224970071999,73.6437322435946,0.000684215606117984,0.0341027549078542
"Gjc1",-5.31201900195264,5.24097200169748,73.5906020811435,0.000685242074909914,0.0341027549078542
"Itih5",4.1410150131736,4.94695971328001,73.5094946757512,0.000686813398515594,0.0341027549078542
"S1pr1",2.93982005865857,11.8778402992715,73.501251882768,0.000686973383349656,0.0341027549078542
"Crcp",1.8292729236575,3.71207560275501,73.4099370791889,0.000688749360579444,0.0341121371098045
"Agmo",5.54099443582706,5.70628219193273,73.3094178853615,0.000690712108814635,0.0341307052390128
"Gltscr2",-1.99356187267468,9.39804373773506,73.0741913759713,0.000695337175609031,0.0342804417195324
"Leng8",1.77964488151937,9.49408282207228,72.8342639020903,0.000700101364934369,0.034436336016623
"Arhgef4",4.59179839021378,5.58679082186376,72.2714884717299,0.00071146483130973,0.034845029282101
"Myo1d",3.17195105090568,4.81868414288712,72.2623103827508,0.000711652377522323,0.034845029282101
"Hnrnpu",-0.761834219365566,12.5654429845729,72.0447501312467,0.000716119232116158,0.0349686416153598
"Eps8",5.89109680371174,5.4428327672991,71.9420692942459,0.000718241650029535,0.0349686416153598
"Pold1",-2.70710322090736,3.93851411117484,71.9027199128072,0.000719057436333521,0.0349686416153598
"Vrk1",-4.47094771281044,8.50678097235951,71.6505533814247,0.000724317551449558,0.0351449340144656
"Mtbp",-3.51803288393113,5.62426918275878,71.5512272997,0.00072640488102491,0.0351668308955641
"Vash1",-2.7585696075528,4.50445886385499,71.3011797579194,0.000731698623346639,0.0352838409936272
"Slc2a1",2.3589764310624,12.4510616148741,71.2821023358538,0.000732104818941974,0.0352838409936272
"Riiad1",2.38739350276319,4.95143435466638,71.0952148812401,0.000736101473253804,0.0353970943346544
"Mrps5",-2.35714668219566,5.59217045181848,70.6390013599195,0.000745992462537989,0.0357518343817957
"Folh1",4.1695641306798,4.87355613675517,70.6019157709751,0.000746805007556468,0.0357518343817957
"Tcf19",-5.99660148209333,5.93408571506586,70.4461914742663,0.000750231058012665,0.0357837270024842
"Slc1a3",2.07382609406157,12.3007960485316,70.4204004544138,0.000750800692166567,0.0357837270024842
